graph_type,method,repetition,dimension,depth,sparsity,correlation,observed_fraction,observation_strategy,n_observed,n_latent,runtime_seconds,ess_mean,ess_min,ess_max,mean_rmse,variance_rmse,covariance_frobenius_error,acceptance_rate
layered,rw_mh,0,45,4,0.6,0.8,0.25,deep,11,34,0.010350249998737127,1.3324450366422387,1.3324450366422385,1.3324450366422385,4.2779111732905364e-14,1.9040089893432401,18.707388683300795,0.0
layered,single_site_gibbs,0,45,4,0.6,0.8,0.25,uniform,11,34,0.1500456670182757,150.67989316454293,55.364708137705875,439.97259175598595,0.061220697658287755,0.2044286631878275,4.501588035953963,
layered,block_gibbs,0,45,4,0.6,0.8,0.25,uniform,11,34,0.470795166969765,179.66487871736544,52.00231989115425,582.7683886459139,0.08824027076898176,0.35665566220393075,7.015388650175096,
layered,rw_mh,0,45,4,0.6,0.8,0.25,uniform,11,34,0.010193416965194046,30.705020182623343,1.3324450366422385,1000.0,1.5188171396819468e-14,3.015638279670563,34.51854507096308,0.0
layered,single_site_gibbs,0,45,4,0.6,0.8,0.25,shallow,11,34,0.14860254200175405,119.05538418446201,52.682470975662135,416.2453855188105,0.1125027500919772,0.6354448810003144,13.77912436605467,
layered,block_gibbs,0,45,4,0.6,0.8,0.25,shallow,11,34,0.4648923750501126,110.61114983974893,20.800638493088304,557.2117441809379,0.2052412872420467,0.5640212571206391,11.597426244563039,
layered,rw_mh,0,45,4,0.6,0.8,0.25,shallow,11,34,0.010325874958653003,30.705020182623343,1.3324450366422385,1000.0,2.992664117131839e-14,5.1564172327465965,60.674602628619255,0.0
layered,single_site_gibbs,0,50,4,0.6,0.8,0.25,deep,12,38,0.17293308395892382,200.70305982296296,29.2554909183514,662.293681627491,0.09842925483603503,0.26395938900786015,4.339305124187056,
layered,block_gibbs,0,50,4,0.6,0.8,0.25,deep,12,38,0.5120746669708751,295.9635384842877,32.705885322076774,798.4358803685293,0.11349263910473481,0.07641189763887417,2.104378257279002,
layered,rw_mh,0,50,4,0.6,0.8,0.25,deep,12,38,0.010261667019221932,1.332445036642239,1.3324450366422385,1.3324450366422385,5.727617068836728e-14,2.291535689718373,26.1369523180598,0.0
layered,single_site_gibbs,0,50,4,0.6,0.8,0.25,uniform,12,38,0.16856154199922457,150.35860909476511,16.998007786975176,524.2207221814753,0.06835716147469645,0.21193888247262183,7.295297318772069,
layered,block_gibbs,0,50,4,0.6,0.8,0.25,uniform,12,38,0.513074874994345,173.3825287130084,15.545163857544757,926.2860431526242,0.129357916871931,0.5261498589026031,7.312895487280625,
layered,rw_mh,0,50,4,0.6,0.8,0.25,uniform,12,38,0.010481292032636702,1.332445036642239,1.3324450366422385,1.3324450366422385,1.6655075078939804e-14,6.148963532706754,71.65527116180857,0.0
layered,single_site_gibbs,0,50,4,0.6,0.8,0.25,shallow,12,38,0.21161820797715336,83.69250406801743,22.895673876196284,259.67381438116826,0.3451402672001433,0.7766010738571536,16.266001098190436,
layered,block_gibbs,0,50,4,0.6,0.8,0.25,shallow,12,38,0.49921266600722447,85.19581278758616,13.86146071145765,410.3723576147721,0.35259994662875166,1.2217165462738397,20.61820310932968,
layered,rw_mh,0,50,4,0.6,0.8,0.25,shallow,12,38,0.010427874978631735,1.332445036642239,1.3324450366422385,1.3324450366422385,3.444346154906304e-14,6.14652955862279,64.89654085182606,0.0
layered,single_site_gibbs,0,55,4,0.6,0.8,0.25,deep,14,41,0.18061224999837577,198.17608475528965,52.14081824668992,517.1115110168595,0.13290136298546348,0.12453483568895887,3.794513658852667,
layered,block_gibbs,0,55,4,0.6,0.8,0.25,deep,14,41,0.5334707910078578,296.41910837343715,58.333319463971364,824.99984971218,0.22317397804589018,0.2020785801474996,3.7755059651366687,
layered,rw_mh,0,55,4,0.6,0.8,0.25,deep,14,41,0.010409459006041288,1.3324450366422385,1.3324450366422385,1.3324450366422385,2.5150783422087266e-14,2.8324326200786993,31.615898378611796,0.0
layered,single_site_gibbs,0,55,4,0.6,0.8,0.25,uniform,14,41,0.18070179200731218,132.52072411704336,22.45193700788808,416.20887581990223,0.260312443157457,0.3980548127396488,9.05110290716047,
layered,block_gibbs,0,55,4,0.6,0.8,0.25,uniform,14,41,0.49662004195852205,226.56447143984747,42.41473359160307,865.5030046995846,0.08884880399495096,0.5355877247725404,10.667057908030158,
layered,rw_mh,0,55,4,0.6,0.8,0.25,uniform,14,41,0.010385750036220998,25.690190279650963,1.3324450366422385,1000.0,8.190426428985213e-14,3.3884362551902303,43.315710070641366,0.0
layered,single_site_gibbs,0,55,4,0.6,0.8,0.25,shallow,14,41,0.17919354204786941,73.98061095779855,28.429281735297433,181.58842980814538,0.40749897023873277,2.2400007651618297,42.924443248206444,
layered,block_gibbs,0,55,4,0.6,0.8,0.25,shallow,14,41,0.4921937909675762,51.60044186186257,13.807701913600257,280.28470899470153,0.3196143237168702,1.9571952535712138,46.79922347566133,
layered,rw_mh,0,55,4,0.6,0.8,0.25,shallow,14,41,0.010385916975792497,1.3324450366422385,1.3324450366422385,1.3324450366422385,4.271000980899088e-14,9.721488801194257,133.5168252006527,0.0
layered,single_site_gibbs,0,60,4,0.6,0.8,0.25,deep,15,45,0.19856829196214676,161.12657479747264,20.800977178225516,542.3529399679088,0.07194167664762686,0.5628971031785273,9.2056804694769,
layered,block_gibbs,0,60,4,0.6,0.8,0.25,deep,15,45,0.5335897080367431,298.4345693399911,50.55344111843287,963.7843312151533,0.08837661218047593,0.12238913980241144,2.954560633676638,
layered,rw_mh,0,60,4,0.6,0.8,0.25,deep,15,45,0.010487416991963983,1.3324450366422387,1.3324450366422385,1.3324450366422385,3.118597230226814e-14,2.778041396152045,32.93022078355626,0.0
